USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
drm            915     1      36052    236 0                   0 S drmserver
nobody         916     1    2208376   1264 0                   0 S traced_probes
nobody         917     1    2290932   1720 0                   0 S traced
root           928     2          0      0 0                   0 I [rx0_worker]
root           929     2          0      0 0                   0 I [rx1_worker]
root           930     2          0      0 0                   0 I [rx2_worker]
root           931     2          0      0 0                   0 I [rx3_worker]
root           932     2          0      0 0                   0 I [rx4_worker]
root           933     2          0      0 0                   0 I [rx5_worker]
root           934     2          0      0 0                   0 I [rx6_worker]
root           935     2          0      0 0                   0 I [rx7_worker]
root           940     2          0      0 0                   0 I [md1_tx0_worker]
root           941     2          0      0 0                   0 I [md1_tx1_worker]
root           942     2          0      0 0                   0 I [md1_tx2_worker]
root           943     2          0      0 0                   0 I [md1_tx3_worker]
root           944     2          0      0 0                   0 I [md1_rx0_worker]
root           945     2          0      0 0                   0 S [cldma_rxq0]
root           954   782    2194844   1768 0                   0 S iptables-restore
root           955   782    2166172   1796 0                   0 S ip6tables-restore
system         971     1    2453200   2000 0                   0 S android.hardware.neuralnetworks@1.3-service-mtk-neuron
cameraserver   981     1    2886308   3368 0                   0 S cameraserver
system         983     1    2196456   1476 0                   0 S imsd
incidentd      984     1    2244540   1564 0                   0 S incidentd
system         985     1    2231224   1752 0                   0 S smdexe
system         986     1    2333424   1408 0                   0 S ddexe
system         988     1    2231792   1536 0                   0 S connfwexe
root           989     1    2339716   3872 0                   0 S installd
mediaex        991     1    3043156   2588 0                   0 S media.extractor
media          994     1    2335484   2156 0                   0 S media.metrics
root           996     2          0      0 0                   0 I [kbase_event]
media          997     1     106548     48 0                   0 S mediaserver32
system        1008     1    2199452   1700 0                   0 S spqr_service
root          1010     1    2274788   1996 0                   0 S storaged
wifi          1013     1    2338668   2504 0                   0 S wificond
shell         1015     1    2300568   1276 0                   0 S emdlogger
system        1016     1    2235308   1440 0                   0 S thermald
mediacodec    1017     1      33220    280 0                   0 S media.codec
system        1018     1    2273876   1792 0                   0 S android.hardware.sensors@2.0-service-mediatek
cameraserver  1020     1    3910292   3136 0                   0 S camerahalserver
gps           1025     1    2506768   1404 0                   0 S mnld
gps           1027     1    3020812   1432 0                   0 S mtk_agpsd
system        1028     1    2248856   1396 0                   0 S thermal
system        1033     1      10100    268 0                   0 S thermalloadalgod
system        1034     1    2206676   1360 0                   0 S ipsec_mon
system        1035     1    2337920   1892 0                   0 S vendor.mediatek.hardware.pq@2.2-service
system        1044     1    2415068   1496 0                   0 S vendor.samsung.hardware.gnss@2.0-service
radio         1048     1    3074540   3628 0                   0 S rild
media         1072     1      23424    296 0                   0 S vpud
wifi          1081     1    2197780   1224 0                   0 S wlan_assistant
mediacodec    1095     1    3376204   1948 0                   0 S media.swcodec
system        1106     1    2291052   2128 0                   0 S gatekeeperd
system        1108     1    2295280   1992 0                   0 S at_distributor
system        1133     1    2313964   1848 0                   0 S android.hardware.biometrics.fingerprint@2.1-service
system        1138     1    2283616   1340 0                   0 S netdagent
system        1141     1    2205736   1460 0                   0 S vendor.silead.hardware.fingerprintext@1.0-service
root          1176     2          0      0 0                   0 S [cdfinger_thread]
root          1192     2          0      0 0                   0 I [fm_timer_wq]
root          1193     2          0      0 0                   0 I [fm_eint_wq]
radio         1310     1    2452868   2012 0                   0 S multiclientd
system        1373   783   15450556 249044 0                   0 S system_server
wifi          1745     1    2332644   1660 0                   0 S android.hardware.wifi@1.0-service-lazy
radio         1763   783    7852660  67536 0                   0 S com.android.phone
network_stack 1810   783    6745056  43236 0                   0 S com.android.networkstack.process
system        1830   783    6981764  41668 0                   0 S com.sec.epdg
u0_a46        1869   783    9642120 177964 0                   0 S com.android.systemui
webview_zygote 1977  783   32082508  31240 0                   0 S webview_zygote
system        2104   783    6689880  21028 0                   0 S com.sec.sve
system        2117   783    6480680  18196 0                   0 S com.silead.fingerprint
system        2118   783    9595628  28136 0                   0 S com.sec.imsservice
secure_element 2121  783    6481136  19072 0                   0 S com.android.se
u0_a101       2178   783    8696836 113544 0                   0 S com.sec.android.app.launcher
u0_a210       2183   783    6820416  49500 0                   0 S com.google.android.ext.services
root          2419     2          0      0 0                   0 I [kbase_event]
u0_a173       2437   783    8229468 169200 0                   0 S com.google.android.gms.persistent
bluetooth     2690   783    7206164  40756 0                   0 S com.android.bluetooth
system        2827     1    2321160   2616 0                   0 S pageboostd
root          2865     2          0      0 0                   0 S [loop44]
root          2890     2          0      0 0                   0 S [zram0_wbd]
shell         2918     1    2371500   2236 0                   0 R adbd
u0_a173       3013   783   34178964 144740 0                   0 S com.google.android.gms
root          3054     2          0      0 0                   0 I [kbase_event]
u0_a207       3376   783    7085428  58144 0                   0 S com.google.android.providers.media.module
u0_a166       3378   783    7216140  64380 0                   0 S com.google.android.as
u0_a174       3407   783    7864676  66156 0                   0 S com.google.android.googlequicksearchbox:interactor
u0_a171       3424   783    7030056  44576 0                   0 S com.google.android.apps.messaging:rcs
system        3542   783    6654772  44328 0                   0 S com.sec.android.diagmonagent
system        3557   783    7098944  50908 0                   0 S com.sec.android.sdhms
u0_a174       3621   783   34541260 109824 0                   0 S com.google.android.googlequicksearchbox:googleapp
root          3730     2          0      0 0                   0 I [kbase_event]
u0_a140       3862   783    9078228 109864 0                   0 S com.samsung.android.honeyboard
root          4508     2          0      0 0                   0 I [kworker/7:0H-kblockd]
root          4513     2          0      0 0                   0 I [kworker/2:0-events_freezable]
root          4715     2          0      0 0                   0 I [kworker/2:2-events_freezable]
u0_a63        4720   783    7376580  20100 0                   0 S com.samsung.android.game.gamehome:notification
u0_a47        4832   783    6839424  37560 0                   0 S android.process.media
root          5153     2          0      0 0                   0 I [kworker/4:0-mm_percpu_wq]
root          6424     2          0      0 0                   0 I [kworker/6:3-mm_percpu_wq]
u0_a215       6635   783    7505660  41248 0                   0 S com.sec.android.app.clockpackage
root          6665     2          0      0 0                   0 I [kbase_event]
root          6866     2          0      0 0                   0 I [kworker/6:2H-kblockd]
root          6867     2          0      0 0                   0 I [kworker/7:2H-kblockd]
root          6874     2          0      0 0                   0 I [kworker/5:0-kdmflush]
root          6984     2          0      0 0                   0 I [kworker/4:1H-kblockd]
root          7145     2          0      0 0                   0 I [kworker/3:0H-kblockd]
root          7148     2          0      0 0                   0 I [kworker/5:1H-kblockd]
u0_a171       8312   783    8054044 107328 0                   0 S com.google.android.apps.messaging
root          8331     2          0      0 0                   0 I [kworker/1:4-events]
root          8474     2          0      0 0                   0 I [kworker/7:4-mm_percpu_wq]
u0_a43        8477   783    7504816  60732 0                   0 S android.process.acore
vendor_bcmgr  8748   783    6533400  39272 0                   0 S com.samsung.android.beaconmanager
root          9045     2          0      0 0                   0 I [kworker/u16:3-kverityd]
root          9157     2          0      0 0                   0 I [kworker/u17:2-fsverity_read_queue]
u0_a183       9327   783   33801996 101888 0                   0 S com.android.chrome
u0_a183       9382   783   31216268  31452 0                   0 S com.android.chrome_zygote
root          9388     2          0      0 0                   0 I [kbase_event]
u0_a183       9583   783   33146992  62704 0                   0 S com.android.chrome:privileged_process0
u0_a172       9598   783    8090340 106880 0                   0 S com.android.vending
u0_a200       9666   783    6728180  48344 0                   0 S com.google.android.adservices.api
root          9695     2          0      0 0                   0 I [kbase_event]
root         10124     2          0      0 0                   0 I [kbase_event]
root         10157     2          0      0 0                   0 I [kbase_event]
system       11319     1    2302484   2160 0                   0 S vendor.mediatek.hardware.mms@1.6-service
u0_a231      11413   783    7850232  50896 0                   0 S com.samsung.android.oneconnect:Core
u0_i9        11579  9382  260373572  45492 0                   0 S com.android.chrome:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:9
u0_a75       11839   783    6925452  35472 0                   0 S com.samsung.android.rubin.app
system       11840   783    6543212  17044 0                   0 S android:drmService
root         11968     2          0      0 0                   0 I [kworker/1:2H-kblockd]
root         12002     2          0      0 0                   0 I [kworker/2:0H-kblockd]
u0_i11       12122  9382  260444648  66772 0                   0 S com.android.chrome:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:11
system       12189   783    6621480  40464 0                   0 S com.samsung.SMT
u0_a351      12249   783    9414476 142944 0                   0 S com.whatsapp
root         12463     2          0      0 0                   0 I [kworker/u17:0-md1_tx0_worker]
root         12464     2          0      0 0                   0 I [kworker/u17:1-fsverity_read_queue]
root         12636     2          0      0 0                   0 I [kbase_event]
root         12682     2          0      0 0                   0 I [kworker/6:1H]
root         13164     2          0      0 0                   0 S [main_thread]
root         13165     2          0      0 0                   0 S [hif_thread]
root         13166     2          0      0 0                   0 S [rx_thread]
wifi         13168     1    2292096   2224 0                   0 S hostapd
u0_a172      13174   783    7432752  71384 0                   0 S com.android.vending:background
dns_tether   13199   782    2140228   1716 0                   0 S dnsmasq
system       13208     1    2175124   2008 0                   0 S tetheroffloadservice
root         13297     2          0      0 0                   0 I [fs_suspend_syss]
system       13333   783    6514564  42244 0                   0 S com.samsung.sait.sohservice
root         13767     2          0      0 0                   0 I [kworker/0:2-events]
root         13770     2          0      0 0                   0 I [kworker/2:1-events_freezable]
root         13905     2          0      0 0                   0 I [kworker/3:0-pm]
root         13913     2          0      0 0                   0 I [kworker/u17:3-fsverity_read_queue]
root         13949     2          0      0 0                   0 I [kworker/u16:5-kverityd]
root         13951     2          0      0 0                   0 I [kworker/u16:7-kverityd]
root         13952     2          0      0 0                   0 I [kworker/u16:8-adb]
root         13955     2          0      0 0                   0 I [kworker/u17:4-fsverity_read_queue]
shell        14057  2918    2280552   2152 unix_stream_read_generic 0 S abb
root         14089     2          0      0 0                   0 I [kworker/u17:5-fsverity_read_queue]
root         14092     2          0      0 0                   0 I [kworker/u17:6-fsverity_read_queue]
u0_a209      14119   783    7532772 112040 0                   0 S com.google.android.permissioncontroller
root         14149     2          0      0 0                   0 I [kworker/4:2-mm_percpu_wq]
root         14246     2          0      0 0                   0 I [kworker/7:1]
u0_a79       14481   783    8259812  66256 0                   0 S com.microsoft.skydrive
root         14482     2          0      0 0                   0 I [kworker/1:1-pm]
root         14499     2          0      0 0                   0 I [kworker/6:1-mm_percpu_wq]
root         14576     2          0      0 0                   0 I [kbase_event]
root         14588     2          0      0 0                   0 I [kworker/0:1H]
root         14605     2          0      0 0                   0 I [kworker/1:1H]
root         14614     2          0      0 0                   0 I [kworker/4:0H-kblockd]
root         14878     2          0      0 0                   0 I [kworker/u17:7-fsverity_read_queue]
root         15288     2          0      0 0                   0 I [kworker/3:1H]
u0_a259      15314   783   12402028 171352 0                   0 S com.wawapp.client
root         15364     2          0      0 0                   0 I [kbase_event]
root         15390     2          0      0 0                   0 I [kbase_event]
root         15424     2          0      0 0                   0 I [kbase_event]
root         15501     2          0      0 0                   0 I [kworker/2:2H-kblockd]
root         15572     2          0      0 0                   0 I [kworker/3:2-events]
root         15793     2          0      0 0                   0 I [kworker/5:2H]
root         15944     2          0      0 0                   0 I [kbase_event]
root         16085     2          0      0 0                   0 I [kworker/0:1-events]
u0_a173      16274   783    6467564  49116 0                   0 S com.google.process.gservices
root         16310     2          0      0 0                   0 I [kworker/5:2-mm_percpu_wq]
root         16448     2          0      0 0                   0 I [kworker/2:1H-kblockd]
root         16472     2          0      0 0                   0 I [kworker/3:2H]
root         16480     2          0      0 0                   0 I [kworker/u17:8-fsverity_read_queue]
root         16521     2          0      0 0                   0 I [kworker/0:2H]
root         16534     2          0      0 0                   0 I [kworker/2:3-events_freezable]
root         16542     2          0      0 0                   0 I [kworker/0:0-mm_percpu_wq]
u0_a86       16566   783    7673072  59344 0                   0 S com.samsung.android.mobileservice
root         16580     2          0      0 0                   0 I [kworker/u16:0-kverityd]
root         16582     2          0      0 0                   0 I [kworker/u16:1-kverityd]
root         16583     2          0      0 0                   0 I [kworker/u16:2-kverityd]
root         16633     2          0      0 0                   0 I [kworker/1:0]
u0_a123      16636   783    6778236  58244 0                   0 S com.facebook.appmanager
u0_a170      16637   783    6576696  55540 0                   0 S com.google.android.apps.turbo:aab
vendor_cmhservice 16638 783 7665132  61788 0                   0 S com.samsung.cmh
u0_a174      16666   783    8994988 151648 0                   0 S com.google.android.googlequicksearchbox:search
u0_a52       16776   783    6462928  45024 0                   0 S com.facebook.system
u0_a46       16966   783    6599860  64284 0                   0 S com.android.systemui:screenshot
u0_a48       16991   783    6703420  55276 0                   0 S com.google.android.documentsui
system       17003   783    7388980  61444 0                   0 S com.samsung.android.app.dressroom
vendor_ipsgeofence 17019 783 6622236 56216 0                   0 S com.samsung.android.ipsgeofence
root         17038     2          0      0 0                   0 I [kworker/u16:4-kverityd]
root         17040     2          0      0 0                   0 I [kworker/u16:6-kverityd]
root         17044     2          0      0 0                   0 I [kworker/u16:10-kverityd]
root         17045     2          0      0 0                   0 I [kworker/6:0H]
root         17055     2          0      0 0                   0 I [kworker/5:0H]
u0_a83       17087   783    7436768  64052 0                   0 S com.samsung.android.scs
root         17110     2          0      0 0                   0 I [kworker/7:1H]
vendor_cmhservice 17156 783 6569420  47336 0                   0 S com.samsung.storyservice
u0_a149      17170   783    7055096  73444 0                   0 S com.sec.android.daemonapp
root         17305     2          0      0 0                   0 I [kworker/4:1]
root         17306     2          0      0 0                   0 I [kworker/4:2H]
u0_a228      17312   783    7639320  93100 0                   0 S com.google.android.apps.photos
shell        17379  2918    2199780   3092 0                   0 R ps
u0_i9002     21710  1977  261211948  20824 0                   0 S com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
root         26932     2          0      0 0                   0 I [kworker/u16:9-adb]
root         27534     2          0      0 0                   0 I [kworker/0:0H-kblockd]
root         28883     2          0      0 0                   0 I [kbase_event]
root         29773     2          0      0 0                   0 I [kworker/u16:12-md1_tx1_worker]
root         30358     2          0      0 0                   0 I [kbase_event]
